10;速;fast;そく;はや.い
10;軽;lightweight, light, light weight;けい;かる, かろ
10;業;business;ぎょう;
10;院;institution;いん;
10;飲;drink;いん;の
10;顔;face;がん;かお
10;習;learn;しゅう;なら.う
10;聞;hear;ぶん, もん;き.く
10;最;most;さい;もっと
10;転;revolve;てん;ころ.ぶ
10;運;carry, luck;うん;はこ.ぶ
10;鉄;iron;てつ;
10;路;road;ろ;じ, みち
10;葉;leaf, leaves;;は, ば
10;漢;chinese, china;かん;
10;進;advance;しん;すす.む
10;横;side;おう;よこ
10;語;language;ご;かた.る
10;頭;head;ず, とう;あたま
10;算;calculate, calculation;さん;そろ
10;歌;song, sing;か;うた
10;配;distribute;はい;くば.る
10;起;wake up;き;お
10;調;investigate, tone;ちょう;しら.べる
10;開;open, opened;かい;あ.ける, ひら
10;線;line;せん;
10;病;sick, sickness, ill, illness;びょう;や, やまい
10;終;end, finish;しゅう;おわ.り, お
10;読;read;とう, どく;よ
10;落;fall;らく;お.ちる, お.とす
11;意;idea;い;
11;神;god;しん;かみ
11;成;become;せい;な.る
11;味;flavor, taste, flavour;み;あじ
11;初;first;しょ;はじ, はつ, そ, ぞ
11;低;low;てい;ひく.い
11;好;like;こう;す.き, この.む
11;育;nurture, raise;いく;そだ, はぐく.む
11;拾;pick up;;ひろ
11;注;pour;ちゅう;そそ.ぐ, さ.す, つ.ぐ
11;仲;relationship;ちゅう;なか
11;特;special;とく;
11;努;toil;ど;つと.める
11;波;wave;は;なみ
11;労;labor, labour;ろう;いたわ.る
11;秒;second;びょう;
11;級;rank, grade, level;きゅう;
11;競;compete;きょう;きそ.*
11;追;follow, chase;つい;お
11;岸;coast, shore;がん;きし
11;令;orders;れい;
11;指;finger;し;ゆび, さ
11;功;achievement, accomplishment;こう;
11;働;work, labor, labour;どう;はたら.*
11;別;separate;べつ;わか.*
11;利;profit, benefit, advantage;り;き.く
11;良;good;りょう;よ, い
11;命;fate;めい, みょう;いのち
11;争;conflict;そう;あらそ.う
11;昔;long ago, long time ago;;むかし
11;伝;transmit, tell;でん;つた, つて
11;戦;war, battle;せん;たたか.*
11;放;release;ほう;はな, ほう.る
11;老;elderly;ろう;
11;位;rank;い;くらい
11;洋;western style, ocean;よう;
11;共;together;きょう;とも
11;便;convenience, convenient;べん, びん;たよ.*
12;員;member;いん;
12;階;floor, story, storey;かい;
12;章;chapter;しょう;
12;短;short;たん;みじか.い
12;第;ordinal number prefix, ordinal prefix, number;だい;
12;島;island;とう;しま
12;深;deep;しん;ふか.*
12;倍;double, times, multiply;ばい;
12;温;warm;おん;あたた.*
12;庭;garden;てい;にわ
12;動;move;どう;うご.*
12;息;breath;そく;いき
12;根;root;こん;ね
12;商;merchandise;しょう;あきな.い
12;童;juvenile;どう;
12;悲;sad;ひ;かな
12;植;plant;しょく;う.*
12;期;period of time, time period;き;
12;勉;exertion;べん;
12;寒;cold;かん;さむ
12;旅;trip, travel;りょ;たび
12;悪;bad, evil;あく, お;わる.い
12;都;metropolis;と, つ;みやこ
12;流;stream;りゅう, る;なが.*
12;消;extinguish;しょう;き.*, け.*
12;暑;hot, hot weather;しょ;あつ
12;陽;sunshine, sunlight;よう;ひ
12;球;sphere, ball;きゅう;たま
12;着;wear, arrive;ちゃく;き, つ
12;族;tribe, family;ぞく;
12;湯;hot water;とう;ゆ
12;泉;spring, fountain;せん;いずみ
12;祭;festival;さい;まつり, まつ
12;港;harbor, harbour, port;こう;みなと
12;野;field;や;の
12;歯;tooth, teeth;;は
12;登;climb;とう, と;のぼ.る
13;練;practice;れん;ね
13;暗;dark;あん;くら.い, くれ.る
13;謝;apologize, apologise;しゃ;あやま.る
13;整;arrange, organize;せい;ととの.*
13;映;reflect, reflection;えい;うつ, は
13;詩;poem;し;し
13;銀;silver;ぎん;
13;館;public building;かん;
13;士;samurai;し;さむらい
13;課;section;か;
13;然;nature;ぜん, ねん;しか, さ
13;賞;prize;しょう;
13;鏡;mirror;きょう;かがみ
13;問;problem;もん;と, とん
13;様;formal name title, formal name ender, manner;よう;さま
13;想;concept;そう;
13;億;hundred million;おく;
13;橋;bridge;きょう;はし
13;熱;heat, fever;ねつ;あつ.い
13;養;foster;よう;やしな.う
13;緑;green;りょく;みどり
13;像;statue, image;ぞう;
13;殺;kill;さつ;ころ.す
13;疑;doubt;ぎ;うたが.う
13;選;choose;せん;えら.ぶ
13;料;fee, material;りょう;
13;器;container, vessel;き;うつわ
13;輪;wheel, ring, loop;りん;わ
13;情;feeling, emotion;じょう;なさけ
13;福;luck, fortune;ふく;
13;感;feeling;かん;
13;標;signpost;ひょう;しるし
13;皆;all, everyone, everything, everybody;かい;みな, みんな
13;願;request;がん;ねが, ねがい
13;宿;lodge;しゅく;やど
13;題;topic;だい;
13;駅;station, train station;えき;
14;例;example;れい;たと
14;希;wish;き;まれ
14;協;cooperation;きょう;None
14;季;seasons;き;None
14;固;hard;こ;かた.い
14;周;circumference;しゅう;まわ.り
14;求;request;きゅう;もと.める
14;技;skill;ぎ;わざ
14;格;status;かく;None
14;能;ability;のう;None
14;私;i, private;し;わたし
14;骨;bone;こつ;ほね
14;卒;graduate;そつ;None
14;囲;surround;い;かこ.む
14;望;hope;ぼう;のぞ.む
14;約;promise;やく;None
14;基;foundation;き;もと
14;術;art;じゅつ;None
14;参;participate;さん;まい.る
14;的;target, al, ~al, like, ~like;てき;まと
14;残;remainder;ざん;のこ.*
14;雰;atmosphere;ふん;None
14;妥;gentle;だ;None
14;束;bundle;そく;たば
14;折;fold, bend;せつ;お.る
14;材;lumber, timber;ざい;None
14;頑;stubborn;がん;None
14;念;thought;ねん;None
14;松;pine, pine tree;しょう;まつ
14;完;perfect;かん;None
14;芸;acting, art;げい;None
14;性;gender, nature;せい, しょう;None
15;寺;temple;じ;てら
15;飯;meal, food;はん;めし
15;築;construct, build;ちく;きず.く
15;列;row;れつ, れ;None
15;秋;autumn, fall;None;あき
15;岩;boulder;がん;いわ
15;帰;return, return home;き;かえ
15;昼;noon;None;ひる
15;建;build;けん;た.*
15;坂;slope;はん;さか
15;泣;cry;きゅう;な
15;猫;cat;None;ねこ
15;軍;army;ぐん;None
15;英;england, english;えい;None
15;信;believe, trust;しん;しん
15;変;change, strange;へん;か.*
15;仏;buddha;ぶつ;ほとけ
15;式;ritual, ceremony, equation;しき;
15;司;director;し;つかさど.る
15;法;method, law;ほう;None
15;毒;poison;どく;None
15;昨;previous, yesterday;さく;None
15;晩;night, evening;ばん;
15;単;simple;たん;None
15;晴;clear up;せい;は
15;勇;courage, bravery, valor, valour;ゆう;いさ
15;丈;height, ten feet;じょう;たけ
15;紀;account, narrative;き;None
15;浅;shallow;せん;あさ
15;春;spring;しゅん;はる
15;夫;husband;ふう, ふ;おっと
15;計;measure, measurement;けい;はか.る
15;区;district, ward;く;None
16;面;surface, face;めん;おも, おもて
16;係;connection;けい;かか, かかり
16;冒;dare;ぼう;おか.す
16;遠;far;えん;とお
16;保;preserve, guarantee;ほ;たも.つ
16;危;dangerous;き;あぶ.ない, あや
16;笑;laugh;しょう;わら, え
16;阪;heights, slope;はん;さか
16;真;reality;しん;ま
16;急;hurry;きゅう;いそ.ぐ
16;典;rule;てん;None
16;府;government;ふ;None
16;喜;rejoice, delighted, pleased, happy;き;よろこ
16;辞;quit;じ;や.める
16;取;take;しゅ;と
16;弁;dialect, speech;べん;None
16;証;evidence, proof;しょう;あかし
16;門;gates, gate;もん;None
16;浴;bathe;よく;あ
16;険;risky, steep;けん;けわ.しい
16;守;protect;す, しゅ;まも.る, もり
16;冗;superfluous, unnecessary, uselessness;じょう;None
16;荷;luggage;か;に
16;品;product, article, goods, products;ひん;しな
16;専;specialty;せん;もっぱ.ら
16;政;politics, government;せい;None
16;園;garden, park;えん;None
16;曜;weekday, day of the week;よう;None
16;存;suppose;そん, ぞん;None
16;書;write, writing;しょ;か.く
16;留;detain;る, りゅう;と
16;幸;happiness;こう;しあわ.せ, さいわ.い
16;関;related, connected;かん;かか.わる, せき
16;治;cure, heal, reign, rule;じ, ち;なお.す, なお.る
16;箱;box;None;はこ
17;恋;romance;れん;こい
17;幻;illusion;げん;まぼろし
17;底;bottom;てい;そこ
17;虚;void;きょ, こ;むな.しい	
17;鼻;nose;び;はな
17;席;seat;せき;None
17;塩;salt;えん;しお
17;無;nothing;む, ぶ;な.い
17;結;bind, tie;けつ;むす.ぶ
17;果;fruit;か;くだ, は.たして
17;梅;ume, japanese plum;ばい;うめ
17;非;injustice, negative;ひ;
17;是;absolutely;ぜ;None
17;識;discerning, discriminating, know;しき;None
17;官;government;かん;None
17;因;cause;いん;よ
17;警;warn, admonish;けい;None
17;愛;love;あい;まな
17;渉;ford;しょう;わた.る
17;側;side;そく;がわ, そば
17;常;normal, ordinary;じょう;つね
17;覚;memorize, awake, memorise;かく;おぼ, さ
17;干;dry, dry out;かん;ほ.す, ひ
17;署;government office, political office, office;しょ;None
17;細;thin;さい;ほそ, こま
17;敗;failure, fail;はい;やぶ.れる
17;栄;prosperity, flourish;えい;さか.える
17;薬;medicine, drug, drugs;やく;くすり
17;兵;soldier;へい, ひょう;None
17;堂;hall, public chamber;どう;None
17;察;guess;さつ;さっ.する
17;原;original, fundamental, plain, field;げん;はら
17;説;theory;せつ;と.く
18;煙;smoke;えん;けむ.り
18;験;test;けん;ため, ためし
18;報;news, report;ほう;むく.いる
18;弓;bow;きゅう;ゆみ
18;訓;instruction;くん;よ.む
18;汽;steam;き;None
18;喫;consume;きつ;の.む
18;句;paragraph;く;None
18;僧;priest, monk;そう;None
18;胸;chest;きょう;むね
18;洗;wash;せん;あら.う
18;達;attain, plural;たつ;たち
18;種;kind, type;しゅ;たね, ぐさ
18;脳;brain;のう;
18;類;type, category, kind;るい;たぐ.い
18;可;possible;か;None
18;忘;forget;ぼう;わす.れる
18;枚;flat objects counter, flat object, counter for flat objects;まい;None
18;静;quiet;せい;しず.か
18;借;borrow;しゃく;か.りる
18;禅;zen, zen buddhism;ぜん;None
18;焼;bake, cook, burn;しょう;や
18;等;equal;とう;ひと.しい, など
18;座;sit, seat;ざ;すわ.る
18;祈;pray, prayer;き;いの.る
18;告;announce;こく;つ.げる
18;禁;prohibition;きん;
18;試;try, attempt;し;こころ.みる, ため
18;許;permit, allow;きょ;ゆる.す
19;加;add;か;くわ.える
19;笛;flute;てき;ふえ
19;史;history;し;None
19;易;easy;い, えき;やさ.しい
19;若;young;じゃく;わか, も
19;布;cloth;ふ;ぬの
19;連;take along;れん;つ, つら
19;比;compare;ひ;くら.べる
19;順;order, sequence;じゅん;None
19;節;season;せつ;ふし
19;財;wealth;さい, ざい;None
19;閥;clique, clan;ばつ;None
19;舌;tongue;ぜつ;した
19;宙;mid air;ちゅう;None
19;混;mix;こん;ま.*
19;暴;violence;ぼう;あば.れる
19;団;group;だん, とん;None
19;履;boots;り;は.く
19;忙;busy;ぼう;いそが
19;得;acquire;とく;え.る, う.る
19;困;distressed, troubled;こん;こま
19;善;morally good, good;ぜん;ぜん
19;冊;books counter, books, counter for books, volumes counter, volumes, counter for volumes;さつ;None
19;徒;junior, follower;と;None
19;宇;outer space;う;None
19;絡;entangle, coil around, entwine;らく;から.む
19;歴;continuation;れき;へ.る
19;乱;riot;らん;みだ.す
19;容;form, appearance, shape, figure;よう;None
19;詞;part of speech, speech particle, particle of speech, grammar particle;し;None
19;改;renew;かい;あらた.*
19;昆;descendants;こん;None
19;続;continue;ぞく;つづ.く
19;減;decrease;げん;へ.る
20;経;passage of time, pass through, manage;けい;た.つ, へ.る
20;飛;fly;ひ;と
20;尻;butt;;しり
20;率;percent, percentage;りつ, そつ;ひき.いる
20;械;contraption;かい;かせ
20;機;machine;き;はた
20;災;disaster;さい;わざわ.い
20;在;exist;ざい;None
20;嫌;dislike;けん;いや, きら.い
20;妻;wife;さい;つま
20;圧;pressure;あつ;None
20;倒;overthrow, collapse;とう;たお.す
20;裕;abundant, plentiful;ゆう;None
20;議;deliberation, discussion;ぎ;None
20;穴;hole, cave;けつ;あな
20;被;incur;ひ;かぶ.る
20;害;damage, injury, harm;がい;None
20;論;theory;ろん;None
20;罪;guilt;ざい;つみ
20;難;difficult;なん;むずか.しい
20;個;individual;こ;None
20;厚;thick;こう;あつ
20;確;certain;かく;たし.か
20;防;prevent, prevention;ぼう;ふせ.ぐ
20;犯;crime;はん;おか.す
20;妨;obstruct, impede;ぼう;さまた.げる
20;余;surplus, excess;よ;あま.る
20;臭;stinking, stinky, smelly;しゅう;くさ
20;尾;tail;び;お, ぽ
20;夢;dream;む;ゆめ
20;震;earthquake, quake, shake;しん;ふる.える
20;産;give birth, birth;さん;う.む
21;資;resources;し;None
21;判;judge;はん;None
21;権;rights;けん;None
21;設;establish;せつ;もう.ける
21;評;evaluate;ひょう;None
21;任;duty;にん;まか.せる
21;批;criticism;ひ;None
21;検;examine;けん;None
21;敵;enemy;てき;かな.う, かたき
